,air_pressure(mBar),date,coordinates,air_temperature,mass_concentration_of_chlorophyll_in_sea_water,relative_humidity,mass_concentration_of_oxygen_in_sea_wate,sea_water_practical_salinity,USA_SSHS,xco2,Methane_ppbv,tropical_storm_occurence
4552,1008.5,20160605,29.0-91.0,27.9,,,,0.19,,,,0.0
4553,1009.4,20160605,30.0-92.0,27.7,,,,,,,,0.0
4554,1007.9,20160605,30.0-93.0,26.7,,,,,,,,0.0
4555,1008.9,20160605,29.0-95.0,25.8,,,,,,,,0.0
4556,1008.5,20160605,29.0-97.0,25.6,,,,,,,,0.0
4557,1008.8,20160605,28.0-97.0,23.6,,,,3.7,,,,0.0
4558,9999.0,20160605,28.0-96.0,23.4,,,,25.5059,,,,0.0
4559,1008.7,20160605,30.0-95.0,31.7,,,,,,,,0.0
4560,1008.7,20160605,30.0-94.0,26.0,,,,22.1496,,,,0.0
4561,,20160605,28.0-89.0,26.5,,,,,,,,0.0
4562,1006.3,20160606,29.0-89.0,,,,,,,,,0.0
4563,1001.129,20160606,29.0-92.0,30.75,,55.9,,,,,,0.0
4564,1008.4,20160606,28.0-96.0,26.8,,,,26.5994,,,,0.0
4565,1007.5,20160606,28.0-92.0,30.0,,,,,,,,0.0
4566,1008.33,20160606,28.0-94.0,-1.7,,72.4,,33.03,,,,0.0
4567,1008.4,20160606,28.0-95.0,27.0,,,,,,,,0.0
4568,1008.0,20160606,29.0-94.0,28.5,,,,,,,,0.0
4569,1005.7,20160606,30.0-87.0,37.1,,,,,,,,0.0
4570,1006.2,20160606,30.0-88.0,28.9,,77.0,6.77,2.4,,,,0.0
4571,1006.2,20160606,30.0-89.0,28.7,,,,,,,,0.0
4572,1006.7,20160606,29.0-90.0,28.4,,84.0,,,,,,0.0
4573,1006.9,20160606,30.0-90.0,30.2,,,,,,,,0.0
4574,1007.7,20160606,30.0-91.0,29.0,,,,,,,,0.0
4575,1006.8,20160606,29.0-91.0,27.8,,78.9,,1.17,,,,0.0
4576,1007.9,20160606,30.0-92.0,29.0,,,,,,,,0.0
4577,1007.1,20160606,30.0-93.0,27.6,,,,,,,,0.0
4578,1006.9,20160606,29.0-95.0,26.9,,,,,,,,0.0
4579,1008.3,20160606,29.0-97.0,27.6,,,,,,,,0.0
4580,9999.0,20160606,28.0-97.0,25.5,,,,2.8,,,,0.0
4581,9999.0,20160606,30.0-95.0,33.8,,,,1.87,,,,0.0
4582,9999.0,20160606,30.0-94.0,28.0,,,,21.3892,,,,0.0
4583,,20160606,28.0-89.0,26.9,,,,,,,,0.0
4584,1000.48,20160607,27.0-96.0,-28.4,,1.1,,0.01,,,,0.0
4585,1004.21,20160607,29.0-92.0,30.44,,45.5,,,,,,0.0
4586,1009.8,20160607,28.0-92.0,30.0,,,,,,,,0.0
4587,1010.5,20160607,28.0-94.0,-1.6,,71.3,,33.57,,,,0.0
4588,1010.4,20160607,28.0-95.0,27.7,,,,,,,,0.0
4589,1010.4,20160607,29.0-94.0,28.4,,,,,,,,0.0
4590,1009.4,20160607,30.0-87.0,38.7,,,,,,,,0.0
4591,1010.2,20160607,30.0-88.0,29.2,,62.0,6.6,7.7,,,,0.0
4592,1009.7,20160607,30.0-89.0,30.8,,75.0,,,,,,0.0
4593,1009.8,20160607,29.0-89.0,,,,,,,,,0.0
4594,1010.0,20160607,29.0-90.0,31.0,,86.5,,,,,,0.0
4595,1010.2,20160607,30.0-90.0,32.6,,,,,,,,0.0
4596,1011.0,20160607,30.0-91.0,30.4,,,,,,,,0.0
4597,1009.9,20160607,29.0-91.0,29.5,,,,2.56,,,,0.0
4598,1011.2,20160607,30.0-92.0,29.9,,,,,,,,0.0
4599,1009.9,20160607,30.0-93.0,30.0,,,,,,,,0.0
4600,1011.1,20160607,29.0-95.0,28.6,,,,,,,,0.0
4601,1010.2,20160607,29.0-97.0,28.0,,,,,,,,0.0
4602,1010.4,20160607,28.0-97.0,28.5,,,,2.2,,,,0.0
4603,9999.0,20160607,28.0-96.0,28.7,,,,24.3371,,,,0.0
4604,1010.8,20160607,30.0-95.0,34.4,,,,0.06,,,,0.0
4605,1010.8,20160607,30.0-94.0,28.4,,,,18.3869,,,,0.0
4606,,20160607,28.0-89.0,27.8,,,,,,,,0.0
4607,1005.61,20160608,29.0-92.0,30.1,,57.0,,,,,,0.0
4608,1011.2,20160608,28.0-92.0,26.7,,,,,,,,0.0
4609,1011.0,20160608,28.0-94.0,-4.3,,72.6,,34.24,,,,0.0
4610,1011.1,20160608,28.0-95.0,27.7,,,,,,,,0.0
4611,1011.5,20160608,29.0-94.0,29.0,,,,30.4519,,,,0.0
4612,1011.8,20160608,30.0-87.0,41.6,,,,,,,,0.0
4613,1012.5,20160608,30.0-88.0,29.8,,45.0,6.55,10.1,,,,0.0
4614,1011.9,20160608,30.0-89.0,29.9,,69.0,,,,,,0.0
4615,1012.0,20160608,29.0-89.0,,,,,,,,,0.0
4616,1011.9,20160608,29.0-90.0,29.7,,85.1,,,,,,0.0
4617,1012.1,20160608,30.0-90.0,29.5,,,,,,,,0.0
4618,1012.7,20160608,30.0-91.0,30.0,,,,,,,,0.0
4619,1011.4,20160608,29.0-91.0,29.9,,66.8,,2.37,,,,0.0
4620,1012.5,20160608,30.0-92.0,29.7,,,,,,,,0.0
4621,1011.2,20160608,30.0-93.0,29.7,,,,,,,,0.0
4622,1012.1,20160608,29.0-95.0,28.7,,,,,,,,0.0
4623,1011.5,20160608,29.0-97.0,28.2,,,,,,,,0.0
4624,9999.0,20160608,28.0-97.0,29.0,,,,2.4,,,,0.0
4625,9999.0,20160608,28.0-96.0,29.0,,,,25.5376,,,,0.0
4626,9999.0,20160608,30.0-95.0,34.9,,,,11.45,,,,0.0
4627,9999.0,20160608,30.0-94.0,28.7,,,,15.6599,,,,0.0
4628,,20160608,28.0-89.0,27.5,,,,,,,,0.0
4629,1006.24,20160609,29.0-92.0,28.67,,63.2,,,,,,0.0
4630,1011.9,20160609,28.0-92.0,28.3,,,,,,,,0.0
4631,1011.49,20160609,28.0-94.0,-1.3,,73.2,,34.57,,,,0.0
4632,1011.3,20160609,28.0-95.0,27.3,,,,,,,,0.0
4633,1011.7,20160609,29.0-94.0,28.1,,,,31.4165,,,,0.0
4634,1014.0,20160609,30.0-87.0,39.0,,,,,,,,0.0
4635,1014.2,20160609,30.0-88.0,28.9,,49.0,6.56,10.0,,,,0.0
4636,1013.4,20160609,30.0-89.0,29.3,,,,,,,,0.0
4637,1013.4,20160609,29.0-89.0,,,,,,,,,0.0
4638,1013.1,20160609,29.0-90.0,28.8,,86.5,,,,,,0.0
4639,1013.4,20160609,30.0-90.0,29.6,,,,,,,,0.0
4640,1013.8,20160609,30.0-91.0,28.5,,,,,,,,0.0
4641,1012.4,20160609,29.0-91.0,28.9,,,,0.43,,,,0.0
4642,1013.5,20160609,30.0-92.0,28.8,,,,,,,,0.0
4643,1011.6,20160609,30.0-93.0,29.0,,,,,,,,0.0
4644,1011.9,20160609,29.0-95.0,27.2,,,,,,,,0.0
4645,1011.2,20160609,29.0-97.0,27.2,,,,,,,,0.0
4646,1011.3,20160609,28.0-97.0,27.9,,,,1.8,,,,0.0
4647,9999.0,20160609,28.0-96.0,27.6,,,,21.2177,,,,0.0
4648,1012.3,20160609,30.0-95.0,33.6,,,,26.1,,,,0.0
4649,1012.6,20160609,30.0-94.0,28.5,,,,16.1847,,,,0.0
4650,,20160609,28.0-89.0,26.8,,,,,,,,0.0
4651,1014.9,20160610,28.0-92.0,28.9,,,,,,,,0.0
4652,1008.65,20160610,29.0-92.0,28.41,,71.0,,,,,,0.0
4653,1014.16,20160610,28.0-94.0,-0.5,,72.7,,35.21,,,,0.0
4654,1013.3,20160610,28.0-95.0,28.7,,,,,,,,0.0
4655,1013.6,20160610,29.0-94.0,28.2,,,,32.1216,,,,0.0
4656,1016.8,20160610,30.0-87.0,38.5,,,,,,,,0.0
4657,1017.1,20160610,30.0-88.0,28.8,,72.0,6.33,7.9,,,,0.0
4658,1016.3,20160610,30.0-89.0,28.5,,71.0,,,,,,0.0
4659,1016.0,20160610,29.0-89.0,,,,,,,,,0.0
4660,1016.3,20160610,30.0-90.0,27.0,,,,,,,,0.0
4661,1016.6,20160610,30.0-91.0,28.1,,,,,,,,0.0
4662,1015.4,20160610,29.0-91.0,28.5,,,,0.33,,,,0.0
4663,1015.8,20160610,30.0-92.0,28.2,,,,,,,,0.0
4664,1014.1,20160610,30.0-93.0,28.2,,,,,,,,0.0
4665,1013.6,20160610,29.0-95.0,28.6,,,,,,,,0.0
4666,1012.4,20160610,29.0-97.0,29.0,,,,,,,,0.0
4667,9999.0,20160610,28.0-97.0,29.3,,,,1.6,,,,0.0
4668,9999.0,20160610,28.0-96.0,28.3,,,,19.6043,,,,0.0
4669,9999.0,20160610,30.0-95.0,33.4,,,,,,,,0.0
4670,9999.0,20160610,30.0-94.0,28.1,,,,15.3715,,,,0.0
4671,1016.1,20160610,29.0-90.0,28.6,,84.7,,,,,,0.0
4672,,20160610,28.0-89.0,28.1,,,,,,,,0.0
4673,1011.62,20160611,29.0-92.0,29.65,,69.8,,,,405.697296142578,,0.0
4674,1016.9,20160611,28.0-92.0,30.0,,,,,,,,0.0
4675,1016.69,20160611,28.0-94.0,-0.5,,73.8,,35.05,,,,0.0
4676,1015.1,20160611,28.0-95.0,28.8,,,,,,,,0.0
4677,1015.7,20160611,29.0-94.0,28.7,,,,32.5502,,,,0.0
4678,1019.4,20160611,30.0-87.0,38.6,,,,,,,,0.0
4679,1019.7,20160611,30.0-88.0,29.2,,71.0,6.37,8.8,,,,0.0
4680,1018.6,20160611,30.0-89.0,28.8,,75.0,,,,,,0.0
4681,1018.9,20160611,29.0-89.0,,,,,,,,,0.0
4682,1018.4,20160611,30.0-90.0,29.1,,,,,,,,0.0
4683,1018.2,20160611,30.0-91.0,29.3,,,,,,,,0.0
4684,1017.0,20160611,29.0-91.0,29.3,,,,0.23,,,,0.0
4685,1017.9,20160611,30.0-92.0,28.8,,,,,,,,0.0
4686,1016.0,20160611,30.0-93.0,28.9,,,,,,,,0.0
4687,1015.9,20160611,29.0-95.0,29.1,,,,,,,,0.0
4688,1014.4,20160611,29.0-97.0,29.0,,,,,,,,0.0
4689,9999.0,20160611,28.0-97.0,29.6,,,,1.4,,,,0.0
4690,9999.0,20160611,28.0-96.0,28.9,,,,19.7597,,,,0.0
4691,9999.0,20160611,30.0-95.0,33.7,,,,,,,,0.0
4692,9999.0,20160611,30.0-94.0,28.7,,,,13.0474,,,,0.0
4693,1018.1,20160611,29.0-90.0,28.6,,87.7,,,,,,0.0
4694,,20160611,28.0-89.0,27.7,,,,,,,,0.0
4695,1012.05,20160612,29.0-92.0,29.79,,68.7,,,,,,0.0
4696,1018.0,20160612,28.0-92.0,28.9,,,,,,,,0.0
4697,1017.95,20160612,28.0-94.0,-0.4,,73.6,,34.49,,,,0.0
4698,1017.4,20160612,30.0-87.0,37.8,,,,,,,,0.0
4699,1015.2,20160612,29.0-97.0,29.0,,,,,,,,0.0
4700,1016.3,20160612,28.0-95.0,29.0,,,,,,,,0.0
4701,1017.3,20160612,29.0-94.0,28.9,,,,32.4115,,,,0.0
4702,1018.4,20160612,30.0-88.0,28.9,,78.0,6.21,7.2,,,,0.0
4703,1018.3,20160612,30.0-89.0,27.6,,79.0,,,,,,0.0
4704,1018.2,20160612,29.0-89.0,,,,,,,,,0.0
4705,1018.5,20160612,29.0-90.0,28.5,,77.9,,,,,,0.0
4706,1018.8,20160612,30.0-90.0,27.4,,,,,,,,0.0
4707,1019.5,20160612,30.0-91.0,28.5,,,,,,,,0.0
4708,1018.3,20160612,29.0-91.0,28.7,,,,0.14,,,,0.0
4709,1019.2,20160612,30.0-92.0,28.7,,,,,,,,0.0
4710,1017.8,20160612,30.0-93.0,24.7,,,,,,,,0.0
4711,1016.8,20160612,29.0-95.0,29.0,,,,,,,,0.0
4712,1015.6,20160612,28.0-97.0,29.8,,,,0.8,,,,0.0
4713,9999.0,20160612,28.0-96.0,28.8,,,,21.5458,,,,0.0
4714,1016.5,20160612,30.0-95.0,24.3,,,,,,,,0.0
4715,1018.7,20160612,30.0-94.0,23.8,,,,12.7587,,,,0.0
4716,,20160612,28.0-89.0,27.9,,,,,,,,0.0
4717,1014.1,20160613,30.0-87.0,35.3,,,,,,,,0.0
4718,1014.8,20160613,29.0-89.0,,,,,,,,,0.0
4719,1014.9,20160613,30.0-92.0,28.7,,,,,,,,0.0
4720,1008.38,20160613,29.0-92.0,29.77,,67.2,,,,,,0.0
4721,1012.4,20160613,28.0-96.0,29.2,,,,24.3,,,,0.0
4722,1014.2,20160613,28.0-92.0,28.3,,,,,,,,0.0
4723,1014.22,20160613,28.0-94.0,0.9,,73.9,,34.38,,,,0.0
4724,1012.7,20160613,28.0-95.0,29.0,,,,,,,,0.0
4725,1013.2,20160613,29.0-94.0,29.3,,,,29.4136,,,,0.0
4726,1014.8,20160613,30.0-88.0,26.1,,71.0,6.39,6.1,,,,0.0
4727,1014.2,20160613,30.0-89.0,25.6,,77.0,,,,,,0.0
4728,1014.7,20160613,29.0-90.0,28.2,,81.0,,,,,,0.0
4729,1014.9,20160613,30.0-90.0,27.5,,,,,,,,0.0
4730,1015.5,20160613,30.0-91.0,27.7,,,,,,,,0.0
4731,1014.7,20160613,29.0-91.0,28.0,,,,0.18,,,,0.0
4732,1014.2,20160613,30.0-93.0,28.5,,,,,,,,0.0
4733,1013.3,20160613,29.0-95.0,29.3,,,,,,,,0.0
4734,1012.0,20160613,29.0-97.0,29.7,,,,,,,,0.0
4735,9999.0,20160613,28.0-97.0,30.0,,,,1.6,,,,0.0
4736,9999.0,20160613,30.0-95.0,33.7,,,,,,,,0.0
4737,9999.0,20160613,30.0-94.0,29.3,,,,12.7787,,,,0.0
4738,,20160613,28.0-89.0,27.7,,,,,,,,0.0
4739,1013.2,20160614,29.0-91.0,29.0,,,,0.18,,,,0.0
4740,1014.1,20160614,30.0-91.0,28.6,,,,,,,,0.0
4741,1013.5,20160614,30.0-92.0,28.7,,,,,,,,0.0
4742,1006.91,20160614,29.0-92.0,29.76,,65.3,,,,,,0.0
4743,1013.2,20160614,28.0-92.0,28.9,,,,,,,,0.0
4744,1012.88,20160614,28.0-94.0,0.7,,73.9,,34.03,,,,0.0
4745,9999.0,20160614,28.0-96.0,29.3,,,,26.7237,,,,0.0
4746,1011.2,20160614,28.0-95.0,29.2,,,,,,,,0.0
4747,1012.0,20160614,29.0-94.0,29.5,,,,26.4222,,,,0.0
4748,1013.9,20160614,30.0-87.0,36.6,,,,,,,,0.0
4749,1014.2,20160614,30.0-88.0,27.7,,93.0,5.54,6.1,,,,0.0
4750,1013.4,20160614,30.0-89.0,24.9,,77.0,,,,,,0.0
4751,1014.0,20160614,29.0-89.0,,,,,,,,,0.0
4752,1013.9,20160614,29.0-90.0,29.2,,76.6,,,,,,0.0
4753,1012.3,20160614,30.0-90.0,28.1,,,,,,,,0.0
4754,1011.6,20160614,30.0-93.0,30.3,,,,,,,,0.0
4755,1012.5,20160614,30.0-94.0,29.1,,,,13.1293,,,,0.0
4756,1012.1,20160614,30.0-95.0,33.7,,,,,,,,0.0
4757,1012.2,20160614,29.0-95.0,29.7,,,,,,,,0.0
4758,1010.7,20160614,29.0-97.0,29.7,,,,,,,,0.0
4759,1010.6,20160614,28.0-97.0,29.9,,,,1.3,,,,0.0
4760,,20160614,28.0-89.0,28.5,,,,,,,,0.0
4761,1009.62,20160615,29.0-92.0,30.75,,64.0,,,,402.203826904297,,0.0
4762,1009.62,20160615,29.0-92.0,30.75,,64.0,,,,405.911224365234,,0.0
4763,1009.62,20160615,29.0-92.0,30.75,,64.0,,,,404.080200195312,,0.0
4764,1009.62,20160615,29.0-92.0,30.75,,64.0,,,,404.073791503906,,0.0
4765,1009.62,20160615,29.0-92.0,30.75,,64.0,,,,403.60595703125,,0.0
4766,1015.6,20160615,28.0-92.0,28.9,,,,,,,,0.0
4767,1015.21,20160615,28.0-94.0,0.9,,72.6,,33.95,,,,0.0
4768,1014.0,20160615,28.0-95.0,29.6,,,,,,,,0.0
4769,1014.1,20160615,29.0-94.0,29.8,,,,21.011,,,,0.0
4770,1014.2,20160615,30.0-87.0,,,,,,,,,0.0
4771,1015.2,20160615,30.0-88.0,29.1,,82.0,6.33,4.9,,,,0.0
4772,1014.2,20160615,30.0-89.0,29.9,,,,,,,,0.0
4773,1015.3,20160615,29.0-89.0,,,,,,,,,0.0
4774,1015.1,20160615,29.0-90.0,29.9,,72.8,,,,,,0.0
4775,1014.8,20160615,30.0-90.0,31.4,,,,,,,,0.0
4776,1016.0,20160615,30.0-91.0,29.7,,,,,,,,0.0
4777,1015.1,20160615,29.0-91.0,29.6,,,,0.18,,,,0.0
4778,1016.0,20160615,30.0-92.0,29.6,,,,,,,,0.0
4779,1014.2,20160615,30.0-93.0,29.7,,,,,,,,0.0
4780,1014.4,20160615,29.0-95.0,29.8,,,,,,,,0.0
4781,1013.0,20160615,29.0-97.0,30.0,,,,,,,,0.0
4782,1013.2,20160615,28.0-97.0,29.9,,,,1.2,,,,0.0
4783,9999.0,20160615,28.0-96.0,29.5,,,,25.2788,,,,0.0
4784,1014.4,20160615,30.0-95.0,34.1,,,,,,,,0.0
4785,1014.7,20160615,30.0-94.0,29.6,,,,15.6776,,,,0.0
4786,,20160615,28.0-89.0,28.6,,,,,,,,0.0
4787,1008.47,20160616,29.0-92.0,30.7,,63.0,,,,,,0.0
4788,1015.2,20160616,28.0-92.0,29.4,,,,,,,,0.0
4789,1015.08,20160616,28.0-94.0,0.3,,71.9,,33.95,,,,0.0
4790,9999.0,20160616,28.0-96.0,29.4,,,,28.0813,,,,0.0
4791,1013.8,20160616,28.0-95.0,29.5,,,,,,,,0.0
4792,1014.1,20160616,29.0-94.0,29.6,,,,17.978,,,,0.0
4793,1013.0,20160616,30.0-87.0,,,,,,,,,0.0
4794,1014.2,20160616,30.0-88.0,30.0,,71.0,6.75,4.4,,,,0.0
4795,1013.7,20160616,30.0-89.0,31.3,,73.0,,,,,,0.0
4796,1014.3,20160616,29.0-89.0,,,,,,,,,0.0
4797,1014.5,20160616,29.0-90.0,31.3,,78.4,,,,,,0.0
4798,1014.3,20160616,30.0-90.0,32.5,,,,,,,,0.0
4799,1015.4,20160616,30.0-91.0,30.8,,,,,,,,0.0
4800,1014.5,20160616,29.0-91.0,30.6,,70.3,,0.18,,,,0.0
4801,1015.3,20160616,30.0-92.0,30.2,,,,,,,,0.0
4802,1013.6,20160616,30.0-93.0,29.6,,,,,,,,0.0
4803,1014.6,20160616,29.0-95.0,29.7,,,,,,,,0.0
4804,1012.9,20160616,29.0-97.0,29.4,,,,,,,,0.0
4805,1013.2,20160616,28.0-97.0,29.4,,,,1.5,,,,0.0
4806,1014.4,20160616,30.0-95.0,31.1,,,,,,,,0.0
4807,1014.2,20160616,30.0-94.0,29.4,,,,19.8021,,,,0.0
4808,,20160616,28.0-89.0,29.7,,,,,,,,0.0
4809,1007.56,20160617,29.0-92.0,30.5,,62.9,,,,,,0.0
4810,1013.5,20160617,28.0-92.0,31.1,,,,,,,,0.0
4811,1013.69,20160617,28.0-94.0,2.3,,72.2,,33.97,,,,0.0
4812,1012.7,20160617,28.0-95.0,29.7,,,,,,,,0.0
4813,1012.9,20160617,29.0-94.0,29.8,,,,20.7584,,,,0.0
4814,1011.8,20160617,30.0-87.0,,,,,,,,,0.0
4815,1012.5,20160617,30.0-88.0,28.9,,81.0,7.33,5.0,,,,0.0
4816,1011.9,20160617,30.0-89.0,31.6,,79.0,,,,,,0.0
4817,1012.9,20160617,29.0-89.0,,,,,,,,,0.0
4818,1012.9,20160617,29.0-90.0,30.5,,80.4,,,,,,0.0
4819,1012.7,20160617,30.0-90.0,32.6,,,,,,,,0.0
4820,1014.0,20160617,30.0-91.0,30.4,,,,,,,,0.0
4821,1013.3,20160617,29.0-91.0,30.1,,,,0.18,,,,0.0
4822,1014.2,20160617,30.0-92.0,30.0,,,,,,,,0.0
4823,1012.4,20160617,30.0-93.0,30.1,,,,,,,,0.0
4824,1013.2,20160617,29.0-95.0,29.8,,,,,,,,0.0
4825,1012.2,20160617,29.0-97.0,29.8,,,,,,,,0.0
4826,1012.5,20160617,28.0-97.0,30.4,,,,1.4,,,,0.0
4827,9999.0,20160617,28.0-96.0,29.8,,,,27.8249,,,,0.0
4828,1013.1,20160617,30.0-95.0,31.4,,,,,,,,0.0
4829,1013.1,20160617,30.0-94.0,30.0,,,,21.4704,,,,0.0
4830,,20160617,28.0-89.0,30.1,,,,,,,,0.0
4831,1009.33,20160618,29.0-92.0,27.58,,64.8,,,,,,0.0
4832,1015.9,20160618,28.0-92.0,25.6,,,,,,,,0.0
4833,1015.57,20160618,28.0-94.0,-0.5,,70.5,,33.79,,,,0.0
4834,1016.9,20160618,30.0-87.0,,,,,,,,,0.0
4835,1015.4,20160618,28.0-95.0,30.2,,,,,,,,0.0
4836,1015.3,20160618,29.0-94.0,30.4,,,,21.4232,,,,0.0
4837,1016.5,20160618,30.0-88.0,28.6,,73.0,7.42,3.1,,,,0.0
4838,1016.0,20160618,30.0-89.0,27.9,,,,,,,,0.0
4839,1015.9,20160618,29.0-89.0,,,,,,,,,0.0
4840,1015.8,20160618,29.0-90.0,27.4,,78.0,,,,,,0.0
4841,1016.3,20160618,30.0-90.0,26.7,,,,,,,,0.0
4842,1016.8,20160618,30.0-91.0,26.2,,,,,,,,0.0
4843,1015.2,20160618,29.0-91.0,26.7,,,,0.18,,,,0.0
4844,1016.4,20160618,30.0-92.0,27.1,,,,,,,,0.0
4845,1015.0,20160618,30.0-93.0,26.5,,,,,,,,0.0
4846,1014.8,20160618,29.0-95.0,30.4,,,,,,,,0.0
4847,1014.2,20160618,29.0-97.0,31.5,,,,,,,,0.0
4848,1014.8,20160618,28.0-97.0,31.3,,,,4.3,,,,0.0
4849,9999.0,20160618,28.0-96.0,30.4,,,,29.5036,,,,0.0
4850,1017.7,20160618,30.0-95.0,33.8,,,,,,,,0.0
4851,1016.4,20160618,30.0-94.0,25.3,,,,23.4348,,,,0.0
4852,,20160618,28.0-89.0,28.0,,,,,,,,0.0
4853,1012.94,20160619,29.0-92.0,30.34,,61.8,,,,,,0.0
4854,1018.6,20160619,28.0-92.0,29.4,,,,,,,,0.0
4855,1018.71,20160619,28.0-94.0,-0.9,,71.2,,33.83,,,,0.0
4856,1021.6,20160619,30.0-87.0,,,,,,,,,0.0
4857,1017.8,20160619,28.0-95.0,28.8,,,,,,,,0.0
4858,1018.3,20160619,29.0-94.0,29.6,,,,24.0406,,,,0.0
4859,1021.9,20160619,30.0-88.0,27.9,,63.0,7.41,2.7,,,,0.0
4860,1021.1,20160619,30.0-89.0,28.2,,,,,,,,0.0
4861,1020.1,20160619,29.0-89.0,,,,,,,,,0.0
4862,1020.3,20160619,29.0-90.0,27.6,,72.9,,,,,,0.0
4863,1020.5,20160619,30.0-90.0,29.7,,,,,,,,0.0
4864,1021.0,20160619,30.0-91.0,25.9,,,,,,,,0.0
4865,1019.6,20160619,29.0-91.0,26.7,,,,0.22,,,,0.0
4866,1020.2,20160619,30.0-92.0,29.6,,,,,,,,0.0
4867,1018.4,20160619,30.0-93.0,29.6,,,,,,,,0.0
4868,1018.6,20160619,29.0-95.0,29.4,,,,,,,,0.0
4869,1017.6,20160619,29.0-97.0,28.8,,,,,,,,0.0
4870,1017.8,20160619,28.0-97.0,29.5,,,,1.6,,,,0.0
4871,9999.0,20160619,28.0-96.0,29.0,,,,26.3022,,,,0.0
4872,1018.6,20160619,30.0-95.0,30.2,,,,,,,,0.0
4873,1018.9,20160619,30.0-94.0,28.8,,,,22.5622,,,,0.0
4874,,20160619,28.0-89.0,28.1,,,,,,,,0.0
4875,1013.92,20160620,29.0-92.0,29.06,,62.8,,,,405.964660644531,,0.0
4876,1019.9,20160620,28.0-96.0,29.9,,,,26.5019,,,,0.0
4877,1019.6,20160620,28.0-92.0,28.9,,,,,,,,0.0
4878,1020.08,20160620,28.0-94.0,-0.2,,72.1,,33.58,,,,0.0
4879,1021.8,20160620,30.0-87.0,,,,,,,,,0.0
4880,1019.7,20160620,29.0-97.0,29.5,,,,,,,,0.0
4881,1019.6,20160620,28.0-95.0,29.5,,,,,,,,0.0
4882,1020.0,20160620,29.0-94.0,29.7,,,,23.9872,,,,0.0
4883,1022.2,20160620,30.0-88.0,27.9,,58.0,7.68,3.2,,,,0.0
4884,1021.5,20160620,30.0-89.0,27.7,,,,,,,,0.0
4885,1021.0,20160620,29.0-89.0,,,,,,,,,0.0
4886,1020.8,20160620,29.0-90.0,28.1,,50.7,,,,,,0.0
4887,1021.0,20160620,30.0-90.0,30.3,,,,,,,,0.0
4888,1021.6,20160620,30.0-91.0,25.5,,,,,,,,0.0
4889,1020.2,20160620,29.0-91.0,28.9,,67.0,,0.41,,,,0.0
4890,1021.1,20160620,30.0-92.0,29.3,,,,,,,,0.0
4891,1019.9,20160620,30.0-93.0,28.7,,,,,,,,0.0
4892,1020.5,20160620,29.0-95.0,30.1,,,,,,,,0.0
4893,1020.1,20160620,28.0-97.0,29.9,,,,1.5,,,,0.0
4894,1020.4,20160620,30.0-95.0,29.6,,,,,,,,0.0
4895,1020.6,20160620,30.0-94.0,28.7,,,,21.7902,,,,0.0
4896,,20160620,28.0-89.0,27.8,,,,,,,,0.0
4897,1012.48,20160621,29.0-92.0,29.85,,52.8,,,,,,0.0
4898,1018.0,20160621,28.0-92.0,28.9,,,,,,,,0.0
4899,1018.26,20160621,28.0-94.0,1.3,,65.9,,33.62,,,,0.0
4900,9999.0,20160621,28.0-96.0,29.8,,,,26.4203,,,,0.0
4901,1017.3,20160621,28.0-95.0,29.5,,,,,,,,0.0
4902,1017.5,20160621,29.0-94.0,28.6,,,,23.7978,,,,0.0
4903,1018.7,20160621,30.0-87.0,,,,,,,,,0.0
4904,1019.2,20160621,30.0-88.0,27.7,,55.0,7.68,3.7,,,,0.0
4905,1018.6,20160621,30.0-89.0,27.8,,,,,,,,0.0
4906,1018.5,20160621,29.0-89.0,,,,,,,,,0.0
4907,1018.6,20160621,29.0-90.0,27.6,,62.9,,,,,,0.0
4908,1018.5,20160621,30.0-90.0,29.0,,,,,,,,0.0
4909,1019.2,20160621,30.0-91.0,28.2,,,,,,,,0.0
4910,1018.0,20160621,29.0-91.0,28.4,,57.3,,0.22,,,,0.0
4911,1018.7,20160621,30.0-92.0,28.6,,,,,,,,0.0
4912,1017.4,20160621,30.0-93.0,28.5,,,,,,,,0.0
4913,1017.6,20160621,29.0-95.0,29.0,,,,,,,,0.0
4914,1016.6,20160621,29.0-97.0,29.6,,,,,,,,0.0
4915,1016.9,20160621,28.0-97.0,30.2,,,,1.2,,,,0.0
4916,1017.8,20160621,30.0-95.0,29.9,,,,,,,,0.0
4917,1018.1,20160621,30.0-94.0,28.6,,,,21.264,,,,0.0
4918,,20160621,28.0-89.0,27.3,,,,,,,,0.0
4919,1003.83,20160622,27.0-96.0,-28.4,,1.3,,0.01,,,,0.0
4920,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,401.706329345703,,0.0
4921,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,391.708862304688,,0.0
4922,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,401.965026855469,,0.0
4923,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,399.804718017578,,0.0
4924,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,402.352233886719,,0.0
4925,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,402.317077636719,,0.0
4926,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,394.757751464844,,0.0
4927,1011.16,20160622,29.0-92.0,30.06,,56.3,,,,402.197082519531,,0.0
